/Lotus/Powersuits/Alchemist/AlchemistPassiveAugmentCard	rare
/Lotus/Powersuits/Alchemist/AlchemistTransmuteAugmentCard	rare
/Lotus/Powersuits/Alchemist/SerpentAugmentCard	rare
/Lotus/Powersuits/AntiMatter/AntiMatterDropAugmentCard	rare
/Lotus/Powersuits/AntiMatter/AntiMatterDropPvPAugmentCard	rare
/Lotus/Powersuits/AntiMatter/MolecularPrimeAugmentCard	rare
/Lotus/Powersuits/AntiMatter/NullStarAugmentCard	rare
/Lotus/Powersuits/AntiMatter/WormHoleAugmentCard	rare
/Lotus/Powersuits/Archwing/DemolitionJetPack/ExhaustTrailAugmentCard	rare
/Lotus/Powersuits/Archwing/StandardJetPack/FireShieldAugmentCard	rare
/Lotus/Powersuits/Archwing/StealthJetPack/GravInstabilityAugmentCard	rare
/Lotus/Powersuits/Banshee/EarthQuakeAugmentCard	rare
/Lotus/Powersuits/Banshee/PushAugmentCard	rare
/Lotus/Powersuits/Banshee/SilenceAugmentCard	rare
/Lotus/Powersuits/Banshee/SonarAugmentCard	rare
/Lotus/Powersuits/Banshee/SonarPvPAugmentCard	rare
/Lotus/Powersuits/Bard/BardCharmAugmentCard	rare
/Lotus/Powersuits/Bard/BardMusicAugmentCard	rare
/Lotus/Powersuits/Berserker/GrappleAugmentCard	rare
/Lotus/Powersuits/Berserker/IntimidateAugmentCard	rare
/Lotus/Powersuits/Berserker/LastStandAugmentCard	rare
/Lotus/Powersuits/Berserker/LastStandAugmentTwoCard	rare
/Lotus/Powersuits/Berserker/LastStandPvPAugmentCard	rare
/Lotus/Powersuits/Berserker/ShieldBashAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerBarrierAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerGazeAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerPassiveAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerPunchAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerSummonAugmentCard	rare
/Lotus/Powersuits/Brawler/BrawlerSummonPvPAugmentCard	rare
/Lotus/Powersuits/BrokenFrame/BrokenDestructAugmentCard	rare
/Lotus/Powersuits/BrokenFrame/EmbraceAugmentCard	rare
/Lotus/Powersuits/BrokenFrame/GraspAugmentCard	rare
/Lotus/Powersuits/Choir/ChoirPoolAugmentCard	rare
/Lotus/Powersuits/ConcreteFrame/ConcreteLaserAugmentCard	rare
/Lotus/Powersuits/ConcreteFrame/ConcreteWallAugmentCard	rare
/Lotus/Powersuits/Cowgirl/BallisticBatteryAugmentCard	rare
/Lotus/Powersuits/Cowgirl/GunFuPvPAugmentCard	rare
/Lotus/Powersuits/Cowgirl/RicochetArmourAugmentCard	rare
/Lotus/Powersuits/Cowgirl/RussianRouletteAugmentCard	rare
/Lotus/Powersuits/Dagath/DagathApparitionAugmentCard	rare
/Lotus/Powersuits/Devourer/DevourerBowlAugmentCard	rare
/Lotus/Powersuits/Devourer/DevourerConsumeAugmentCard	rare
/Lotus/Powersuits/Devourer/DevourerDevourAugmentCard	rare
/Lotus/Powersuits/Devourer/DevourerRegurgitateAugmentCard	rare
/Lotus/Powersuits/Dragon/DragonBreathAugmentCard	rare
/Lotus/Powersuits/Dragon/DragonLuckAugmentCard	rare
/Lotus/Powersuits/Dragon/DragonPeltAugmentCard	rare
/Lotus/Powersuits/Dragon/DragonScalesAugmentCard	rare
/Lotus/Powersuits/Dragon/DragonScalesAugmentTwoCard	rare
/Lotus/Powersuits/Ember/FireBallAugmentCard	rare
/Lotus/Powersuits/Ember/FireBlastAugmentCard	rare
/Lotus/Powersuits/Ember/FireBlastPvPAugmentCard	rare
/Lotus/Powersuits/Ember/FireSkinAugmentCard	rare
