/Lotus/Weapons/Operator/Pistols/DrifterPistol/DrifterPistolPlayerWeapon	Sirocco	amp	DrifterPistol.png	30	0
/Lotus/Weapons/Tenno/Archwing/Melee/ArchSwordHook/ArchHookSwordWeapon	Agkuza	archwing	Agkuza.png	30	3
/Lotus/Powersuits/Archwing/SupportJetPack/SupportJetPack	Amesha	archwing	Amesha.png	30	0
/Lotus/Weapons/Tenno/Archwing/Primary/NokkoArchGun/NokkoArchGun	Arbucep	archwing	NokkoArchGun.png	30	0
/Lotus/Weapons/Tenno/Archwing/Melee/Archswordandshield/ArchSwordShield	Centaur	archwing	Centaur.png	30	8
/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchGun/ThanoTechArchGun	Cortege	archwing	ThanotechArchGun.png	30	14
/Lotus/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon	Corvas	archwing	Corvas.png	30	1
/Lotus/Weapons/Tenno/Archwing/Primary/PrimeCorvas/PrimeCorvasWeapon	Corvas Prime	archwing	CorvasPrime.png	30	14
/Lotus/Weapons/Tenno/Archwing/Primary/ArchBurstGun/ArchBurstGun	Cyngas	archwing	Cyngas.png	30	4
/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/ArchHeavyPistols	Dual Decurion	archwing	DualDecurion.png	30	1
/Lotus/Powersuits/Archwing/DemolitionJetPack/DemolitionJetPack	Elytron	archwing	Elytron.png	30	0
/Lotus/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow	Fluctus	archwing	Fluctus.png	30	2
/Lotus/Weapons/Tenno/Archwing/Primary/RepurposedGrineerAntiAircraftGun/ArchGRNAAGun	Grattler	archwing	Grattler.png	30	4
/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGun	Imperator	archwing	Imperator.png	30	0
/Lotus/Weapons/Tenno/Archwing/Primary/FoldingMachineGun/ArchMachineGunVandal	Imperator Vandal	archwing	ImperatorVandal.png	30	5
/Lotus/Powersuits/Archwing/StealthJetPack/StealthJetPack	Itzal	archwing	Itzal.png	30	0
/Lotus/Weapons/Tenno/Archwing/Melee/ArchScythe/ArchScythe	Kaszas	archwing	Kaszas.png	30	4
/Lotus/Weapons/Tenno/Archwing/Melee/GrnArchHand/GrnArchHandWeapon	Knux	archwing	Knux.png	30	7
/Lotus/Weapons/Grineer/HeavyWeapons/GrnHeavyGrenadeLauncher	Kuva Ayanga	archwing	GrnHeavyGrenadeLauncher.png	40	13
/Lotus/Weapons/Grineer/KuvaLich/HeavyWeapons/Grattler/KuvaGrattler	Kuva Grattler	archwing	KuvaGrattler.png	40	15
/Lotus/Weapons/Tenno/Archwing/Primary/TnShieldframeArchGun/TnShieldFrameArchGun	Larkspur	archwing	ShieldFrameArchGun.png	30	8
/Lotus/Weapons/Tenno/Archwing/Primary/PrimeLarkspur/PrimeLarkspurWeapon	Larkspur Prime	archwing	LarkspurPrime.png	30	8
/Lotus/Weapons/Tenno/Archwing/Primary/TnConcreteArchgun/TnConcreteArchgunWeapon	Mandonel	archwing	TnConcreteArchgun.png	30	10
/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechArchLongGun/ThanoTechLongGun	Mausolon	archwing	ThanotechLongGun.png	30	14
/Lotus/Weapons/Tenno/Archwing/Primary/ThanoTechGrenadeLaunch/ThanoTechGrenadeLauncher	Morgha	archwing	ThanoTechGrenadeLauncher.png	30	15
/Lotus/Powersuits/Archwing/StandardJetPack/StandardJetPack	Odonata	archwing	Odonata.png	30	0
/Lotus/Powersuits/Archwing/PrimeJetPack/PrimeJetPack	Odonata Prime	archwing	OdonataPrime.png	30	0
/Lotus/Weapons/Tenno/Archwing/Melee/Archaxe/ArchAxeWeapon	Onorix	archwing	Onorix.png	30	1
/Lotus/Weapons/Tenno/Archwing/Primary/ArchLongRifle/ArchLongRifle	Phaedra	archwing	Phaedra.png	30	3
/Lotus/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/Prisma/PrismaArchHeavyPistols	Prisma Dual Decurions	archwing	PrismaDualDecurion.png	30	1
/Lotus/Weapons/Tenno/Archwing/Melee/VoidTraderArchsword/VTArchSwordWeapon	Prisma Veritux	archwing	PrismaVeritux.png	30	8
/Lotus/Weapons/Tenno/Archwing/Melee/ArchHammer/ArchHammer	Rathbone	archwing	Rathbone.png	30	6
/Lotus/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun	Velocitus	archwing	Velocitus.png	30	0
/Lotus/Weapons/Tenno/Archwing/Melee/Archsword/ArchSwordWeapon	Veritux	archwing	Veritux.png	30	0
/Lotus/Types/Game/CatbrowPet/MirrorCatbrowPetPowerSuit	Adarza Kavat	companion	KavatBreedAdarza.png	30	0
/Lotus/Types/Friendly/Pets/ZanukaPets/ZanukaPetMeleeWeaponPS	Akaten	companion	ZanukaPetMeleeWeaponPS.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/Gremlin	Artax	companion	Artax.png	30	0
/Lotus/Types/Friendly/Pets/ZanukaPets/ZanukaPetMeleeWeaponIP	Batoten	companion	ZanukaPetMeleeWeaponIP.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/BurstLaserPistol	Burst Laser	companion	BurstLaser.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/PrimeBurstLaserPistol	Burst Laser Prime	companion	PrimeLaserRifle.png	30	0
/Lotus/Types/Sentinels/SentinelPowersuits/CarrierPowerSuit	Carrier	companion	Carrier.png	30	0
/Lotus/Types/Sentinels/SentinelPowersuits/PrimeCarrierPowerSuit	Carrier Prime	companion	CarrierPrime.png	30	0
/Lotus/Types/Game/KubrowPet/RetrieverKubrowPetPowerSuit	Chesa Kubrow	companion	KubrowBreedChesa.png	30	0
/Lotus/Types/Friendly/Pets/CreaturePets/HornedInfestedCatbrowPetPowerSuit	Crescent Vulpaphyla	companion	KavatBreedCrescentVulpaphyla.png	30	0
/Lotus/Types/Friendly/Pets/MoaPets/MoaPetComponents/CryoxionWeapon	Cryotra	companion	Cryotra.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/SentGlaiveWeapon	Deconstructor	companion	Deconstructor.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/DeconstructorPrime/PrimeHeliosGlaiveWeapon	Deconstructor Prime	companion	DeconstructorPrime.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/DethMachineRifle	Deth Machine Rifle	companion	DethMachineRifle.png	30	0
/Lotus/Types/Sentinels/SentinelWeapons/PrimeDethMachineRifle	Deth Machine Rifle Prime	companion	DethMachineRiflePrime.png	30	0
/Lotus/Types/Sentinels/SentinelPowersuits/DethCubePowerSuit	Dethcube	companion	Dethcube.png	30	0
